n	time	type	cur	win	id	str	win_c	id_c	str_c	
1053	120083	key_ins	382	2	61	e	t2	61	e	
1054	120083	fix	381	2	61	med	2	61	med	
1055	120084	fix	382	2	61	med	2	61	med	
1056	120085	key_ins	383	2	61	d	t2	61	d	
1057	120085	fix	381	2	61	med	2	61	med	
1058	120087	key_ins	384	2	61	_	t2	61	_	
1059	120104	fix	384	2	61	med	2	61	med	
1060	120105	fix	384	2	61	med	2	61	med	
1061	120171	key_ins	385	2	62	t	t2	62	t	
1062	120204	fix	385	2	62	til	2	62	til	
1063	120205	fix	385	2	62	til	2	62	til	
1064	120249	key_ins	386	2	62	i	t2	62	i	
1065	120298	key_ins	387	2	62	l	t2	62	l	
1066	120443	fix	387	2	62	til	2	62	til	
1067	120444	fix	387	2	62	til	2	62	til	
1068	120463	fix	387	2	62	til	2	62	til	
1069	120464	fix	387	2	62	til	2	62	til	
1070	120721	key_ins	388	2	62	_	t2	62	_	
1071	120723	key_ins	389	2	63	a	t2	63	a	
1072	120725	key_ins	390	2	63	t	t2	63	t	
1073	120727	key_ins	391	2	63	_	t2	63	_	
1074	121201	fix	363	1	55	emissions	1	55	emissions	
1075	121265	key_ins	392	2	64	r	t2	64	r	
1076	121267	key_ins	393	2	64	e	t2	64	e	
1077	121312	key_ins	394	2	64	d	t2	64	d	
1078	121321	fix	363	1	55	emissions	1	55	emissions	
1079	121400	key_ins	395	2	64	u	t2	64	u	
1080	121557	fix	376	1	57	deforestation	1	57	deforestation	
1081	121558	fix	376	1	57	deforestation	1	57	deforestation	
1082	121559	fix	376	1	57	deforestation	1	57	deforestation	
1083	121560	fix	376	1	57	deforestation	1	57	deforestation	
1084	121571	fix	376	1	57	deforestation	1	57	deforestation	
1085	121572	fix	376	1	57	deforestation	1	57	deforestation	
1086	121573	fix	376	1	57	deforestation	1	57	deforestation	
1087	121574	fix	376	1	57	deforestation	1	57	deforestation	
1088	121575	fix	376	1	57	deforestation	1	57	deforestation	
1089	121576	fix	376	1	57	deforestation	1	57	deforestation	
1090	121577	fix	376	1	57	deforestation	1	57	deforestation	
1091	121578	fix	376	1	57	deforestation	1	57	deforestation	
1092	121579	fix	376	1	57	deforestation	1	57	deforestation	
1093	121580	fix	376	1	57	deforestation	1	57	deforestation	
1094	121600	fix	376	1	57	deforestation	1	57	deforestation	
1095	121617	fix	376	1	57	deforestation	1	57	deforestation	
1096	121618	fix	376	1	57	deforestation	1	57	deforestation	
1097	121619	fix	376	1	57	deforestation	1	57	deforestation	
1098	121620	fix	376	1	57	deforestation	1	57	deforestation	
1099	121635	fix	376	1	57	deforestation	1	57	deforestation	
1100	121636	fix	376	1	57	deforestation	1	57	deforestation	
1101	121637	fix	376	1	57	deforestation	1	57	deforestation	
1102	121638	fix	376	1	57	deforestation	1	57	deforestation	
1103	121639	fix	376	1	57	deforestation	1	57	deforestation	
1104	121640	fix	376	1	57	deforestation	1	57	deforestation	
1105	121655	fix	376	1	57	deforestation	1	57	deforestation	
1106	121656	fix	376	1	57	deforestation	1	57	deforestation	
1107	121657	fix	376	1	57	deforestation	1	57	deforestation	
1108	121658	fix	376	1	57	deforestation	1	57	deforestation	
1109	121659	fix	376	1	57	deforestation	1	57	deforestation	
1110	121660	fix	376	1	57	deforestation	1	57	deforestation	
1111	122007	key_ins	396	2	64	c	t2	64	c	
1112	122105	key_ins	397	2	64	d	t2	64	d	
1113	122318	fix	315	2	48	ekstra	2	48	ekstra	
1114	122329	fix	315	2	48	ekstra	2	48	ekstra	
1115	122330	fix	315	2	48	ekstra	2	48	ekstra	
1116	122331	fix	315	2	48	ekstra	2	48	ekstra	
1117	122332	fix	315	2	48	ekstra	2	48	ekstra	
1118	122333	fix	315	2	48	ekstra	2	48	ekstra	
1119	122334	fix	315	2	48	ekstra	2	48	ekstra	
1120	122335	fix	315	2	48	ekstra	2	48	ekstra	
1121	122336	fix	315	2	48	ekstra	2	48	ekstra	
1122	122337	fix	315	2	48	ekstra	2	48	ekstra	
1123	122338	fix	315	2	48	ekstra	2	48	ekstra	
1124	122414	fix	315	2	48	ekstra	2	48	ekstra	
1125	122415	fix	315	2	48	ekstra	2	48	ekstra	
1126	122416	fix	315	2	48	ekstra	2	48	ekstra	
1127	122417	fix	315	2	48	ekstra	2	48	ekstra	
1128	122418	fix	315	2	48	ekstra	2	48	ekstra	
1129	122432	fix	315	2	48	ekstra	2	48	ekstra	
1130	122433	fix	315	2	48	ekstra	2	48	ekstra	
1131	122434	fix	315	2	48	ekstra	2	48	ekstra	
1132	122435	fix	315	2	48	ekstra	2	48	ekstra	
1133	122436	fix	315	2	48	ekstra	2	48	ekstra	
1134	122437	fix	315	2	48	ekstra	2	48	ekstra	
1135	122625	key_del	397	2	64	d	t2	64	d	
1136	122736	key_ins	397	2	64	e	t2	64	e	
1137	122829	key_ins	398	2	64	r	t2	64	r	
1138	122956	key_ins	399	2	64	e	t2	64	e	
1139	123101	key_ins	400	2	64	_	t2	64	_	
1140	123266	key_ins	401	2	65	u	t2	65	u	
1141	123395	key_ins	402	2	65	d	t2	65	d	
1142	123593	key_ins	403	2	65	l	t2	65	l	
1143	123885	fix	321	2	49	grønne	2	49	grønne	
1144	123886	fix	321	2	49	grønne	2	49	grønne	
1145	123887	fix	321	2	49	grønne	2	49	grønne	
1146	123888	fix	321	2	49	grønne	2	49	grønne	
1147	123889	fix	321	2	49	grønne	2	49	grønne	
1148	123890	fix	321	2	49	grønne	2	49	grønne	
1149	123891	fix	321	2	49	grønne	2	49	grønne	
1150	123892	fix	321	2	49	grønne	2	49	grønne	
1151	123893	fix	321	2	49	grønne	2	49	grønne	
1152	123952	key_ins	404	2	65	e	t2	65	e	
1153	124153	key_ins	405	2	65	d	t2	65	d	
1154	124511	key_ins	406	2	65	n	t2	65	n	
1155	124513	key_ins	407	2	65	i	t2	65	i	
1156	124517	key_ins	408	2	65	n	t2	65	n	
1157	124627	key_ins	409	2	65	g	t2	65	g	
1158	124805	fix	409	2	65	udledningen	2	65	udledningen	
1159	124806	fix	409	2	65	udledningen	2	65	udledningen	
1160	124807	fix	409	2	65	udledningen	2	65	udledningen	
1161	124808	fix	409	2	65	udledningen	2	65	udledningen	
1162	124809	fix	409	2	65	udledningen	2	65	udledningen	
1163	124810	fix	409	2	65	udledningen	2	65	udledningen	
1164	124858	key_ins	410	2	65	e	t2	65	e	
1165	124885	fix	410	2	65	udledningen	2	65	udledningen	
1166	124886	fix	410	2	65	udledningen	2	65	udledningen	
1167	124887	fix	410	2	65	udledningen	2	65	udledningen	
1168	124888	fix	410	2	65	udledningen	2	65	udledningen	
1169	124889	fix	410	2	65	udledningen	2	65	udledningen	
1170	124890	fix	410	2	65	udledningen	2	65	udledningen	
1171	124924	key_ins	411	2	65	n	t2	65	n	
1172	125059	key_ins	412	2	65	_	t2	65	_	
1173	125144	fix	412	2	65	udledningen	2	65	udledningen	
1174	125145	fix	412	2	65	udledningen	2	65	udledningen	
1175	125146	fix	412	2	65	udledningen	2	65	udledningen	
1176	125147	fix	412	2	65	udledningen	2	65	udledningen	
1177	125148	fix	412	2	65	udledningen	2	65	udledningen	
1178	125149	fix	412	2	65	udledningen	2	65	udledningen	
1179	125212	key_ins	413	2	66	f	t2	66	f	
1180	125603	key_ins	414	2	66	r	t2	66	r	
1181	125605	key_ins	415	2	66	a	t2	66	a	
1182	125617	key_ins	416	2	66	_	t2	66	_	
1183	126652	key_ins	417	2	67	r	t2	67	r	
1184	127054	key_ins	418	2	67	y	t2	67	y	
1185	127076	key_ins	419	2	67	d	t2	67	d	
1186	127254	key_ins	420	2	67	n	t2	67	n	
1187	127387	key_ins	421	2	67	i	t2	67	i	
1188	127561	fix	421	2	67	rydningen	2	67	rydningen	
1189	127577	fix	421	2	67	rydningen	2	67	rydningen	
1190	127578	fix	421	2	67	rydningen	2	67	rydningen	
1191	127579	fix	421	2	67	rydningen	2	67	rydningen	
1192	127580	fix	421	2	67	rydningen	2	67	rydningen	
1193	127581	fix	421	2	67	rydningen	2	67	rydningen	
1194	127592	fix	421	2	67	rydningen	2	67	rydningen	
1195	127593	fix	421	2	67	rydningen	2	67	rydningen	
1196	127594	fix	421	2	67	rydningen	2	67	rydningen	
1197	127595	fix	421	2	67	rydningen	2	67	rydningen	
1198	127596	fix	421	2	67	rydningen	2	67	rydningen	
1199	127597	fix	421	2	67	rydningen	2	67	rydningen	
1200	127598	fix	421	2	67	rydningen	2	67	rydningen	
1201	127599	fix	421	2	67	rydningen	2	67	rydningen	
1202	127600	fix	421	2	67	rydningen	2	67	rydningen	
1203	127601	fix	421	2	67	rydningen	2	67	rydningen	
1204	127636	fix	421	2	67	rydningen	2	67	rydningen	
1205	127637	fix	421	2	67	rydningen	2	67	rydningen	
1206	127638	fix	421	2	67	rydningen	2	67	rydningen	
1207	127639	fix	421	2	67	rydningen	2	67	rydningen	
1208	127640	fix	421	2	67	rydningen	2	67	rydningen	
1209	127641	fix	421	2	67	rydningen	2	67	rydningen	
1210	127657	fix	421	2	67	rydningen	2	67	rydningen	
1211	127658	fix	421	2	67	rydningen	2	67	rydningen	
1212	127659	fix	421	2	67	rydningen	2	67	rydningen	
1213	127660	fix	421	2	67	rydningen	2	67	rydningen	
1214	127661	fix	421	2	67	rydningen	2	67	rydningen	
1215	127748	key_ins	422	2	67	n	t2	67	n	
1216	127750	key_ins	423	2	67	g	t2	67	g	
1217	127933	key_ins	424	2	67	e	t2	67	e	
1218	128044	key_ins	425	2	67	n	t2	67	n	
1219	128193	key_ins	426	2	67	_	t2	67	_	
1220	128352	key_ins	427	2	68	a	t2	68	a	
1221	128385	key_ins	428	2	68	f	t2	68	f	
1222	128470	key_ins	429	2	68	_	t2	68	_	
1223	128623	key_ins	430	2	69	r	t2	69	r	
1224	128670	fix	404	1	63	vulnerable	1	63	vulnerable	
1225	128671	fix	404	1	63	vulnerable	1	63	vulnerable	
1226	128672	fix	404	1	63	vulnerable	1	63	vulnerable	
1227	128673	fix	404	1	63	vulnerable	1	63	vulnerable	
1228	128674	fix	404	1	63	vulnerable	1	63	vulnerable	
1229	128675	fix	404	1	63	vulnerable	1	63	vulnerable	
1230	128676	fix	404	1	63	vulnerable	1	63	vulnerable	
1231	128677	fix	404	1	63	vulnerable	1	63	vulnerable	
1232	128678	fix	404	1	63	vulnerable	1	63	vulnerable	
1233	128727	key_ins	431	2	69	e	t2	69	e	
1234	128862	key_ins	432	2	69	g	t2	69	g	
1235	128989	key_ins	433	2	69	n	t2	69	n	
1236	129268	fix	435	1	67	world	1	67	world	
1237	129269	fix	435	1	67	world	1	67	world	
1238	129270	fix	435	1	67	world	1	67	world	
1239	129271	fix	435	1	67	world	1	67	world	
1240	129272	fix	435	1	67	world	1	67	world	
1241	129273	fix	435	1	67	world	1	67	world	
1242	129274	fix	435	1	67	world	1	67	world	
1243	129275	fix	435	1	67	world	1	67	world	
1244	129276	fix	435	1	67	world	1	67	world	
1245	129296	fix	435	1	67	world	1	67	world	
1246	129311	fix	435	1	67	world	1	67	world	
1247	129312	fix	435	1	67	world	1	67	world	
1248	129313	fix	435	1	67	world	1	67	world	
1249	129314	fix	435	1	67	world	1	67	world	
1250	129315	fix	435	1	67	world	1	67	world	
1251	129316	fix	435	1	67	world	1	67	world	
1252	129470	fix	435	1	67	world	1	67	world	
1253	129471	fix	435	1	67	world	1	67	world	
1254	129472	fix	435	1	67	world	1	67	world	
1255	129473	fix	435	1	67	world	1	67	world	
1256	129474	fix	435	1	67	world	1	67	world	
1257	129475	fix	435	1	67	world	1	67	world	
1258	129476	fix	435	1	67	world	1	67	world	
1259	129505	key_ins	434	2	69	s	t2	69	s	
1260	129507	key_ins	435	2	69	k	t2	69	k	
1261	129509	key_ins	436	2	69	a	t2	69	a	
1262	129970	key_del	436	2	69	a	t2	69	a	
1263	130029	fix	435	2	69	regnskov	2	69	regnskov	
1264	130030	fix	435	2	69	regnskov	2	69	regnskov	
1265	130031	fix	435	2	69	regnskov	2	69	regnskov	
1266	130032	fix	435	2	69	regnskov	2	69	regnskov	
1267	130033	fix	435	2	69	regnskov	2	69	regnskov	
1268	130209	fix	435	2	69	regnskov	2	69	regnskov	
1269	130210	fix	435	2	69	regnskov	2	69	regnskov	
1270	130211	fix	435	2	69	regnskov	2	69	regnskov	
1271	130212	fix	435	2	69	regnskov	2	69	regnskov	
1272	130213	fix	435	2	69	regnskov	2	69	regnskov	
1273	130368	fix	435	2	69	regnskov	2	69	regnskov	
1274	130369	fix	435	2	69	regnskov	2	69	regnskov	
1275	130370	fix	435	2	69	regnskov	2	69	regnskov	
1276	130371	fix	435	2	69	regnskov	2	69	regnskov	
1277	130372	fix	435	2	69	regnskov	2	69	regnskov	
1278	130469	fix	435	2	69	regnskov	2	69	regnskov	
1279	130470	fix	435	2	69	regnskov	2	69	regnskov	
1280	130471	fix	435	2	69	regnskov	2	69	regnskov	
1281	130472	fix	435	2	69	regnskov	2	69	regnskov	
1282	130473	fix	435	2	69	regnskov	2	69	regnskov	
1283	130570	key_ins	436	2	69	o	t2	69	o	
1284	130572	key_ins	437	2	69	v	t2	69	v	
1285	130649	fix	437	2	69	regnskov	2	69	regnskov	
1286	130650	fix	437	2	69	regnskov	2	69	regnskov	
1287	130651	fix	437	2	69	regnskov	2	69	regnskov	
1288	130652	fix	437	2	69	regnskov	2	69	regnskov	
1289	130748	fix	437	2	69	regnskov	2	69	regnskov	
1290	130749	fix	437	2	69	regnskov	2	69	regnskov	
1291	130750	fix	437	2	69	regnskov	2	69	regnskov	
1292	130751	fix	437	2	69	regnskov	2	69	regnskov	
1293	131174	key_ins	438	2	70	.	t2	70	.	
1294	131313	key_ins	439	2	70	_	t2	70	_	
1295	131547	fix	405	1	63	vulnerable	1	63	vulnerable	
1296	131548	fix	405	1	63	vulnerable	1	63	vulnerable	
1297	131549	fix	405	1	63	vulnerable	1	63	vulnerable	
1298	131938	key_ins	440	2	71	N	t2	71	N	
1299	132086	fix	420	1	64	countries	1	64	countries	
1300	132087	fix	420	1	64	countries	1	64	countries	
1301	132116	key_ins	441	2	71	o	t2	71	o	
1302	132166	fix	420	1	64	countries	1	64	countries	
1303	132167	fix	420	1	64	countries	1	64	countries	
1304	132187	fix	420	1	64	countries	1	64	countries	
1305	132207	fix	420	1	64	countries	1	64	countries	
1306	132239	key_ins	442	2	71	g	t2	71	g	
1307	132490	key_ins	443	2	71	l	t2	71	l	
1308	132656	key_ins	444	2	71	e	t2	71	e	
1309	132836	key_ins	445	2	71	_	t2	71	_	
1310	133114	key_ins	446	2	72	a	t2	72	a	
1311	133250	key_ins	447	2	72	f	t2	72	f	
1312	133375	key_ins	448	2	72	_	t2	72	_	
1313	133571	key_ins	449	2	73	v	t2	73	v	
1314	133760	key_ins	450	2	73	e	t2	73	e	
1315	133873	key_ins	451	2	73	r	t2	73	r	
1316	133956	fix	451	2	73	verdens	2	73	verdens	
1317	133957	fix	451	2	73	verdens	2	73	verdens	
1318	133958	fix	451	2	73	verdens	2	73	verdens	
1319	133959	fix	451	2	73	verdens	2	73	verdens	
1320	133960	fix	451	2	73	verdens	2	73	verdens	
1321	133961	fix	451	2	73	verdens	2	73	verdens	
1322	134139	key_ins	452	2	73	d	t2	73	d	
1323	134157	fix	452	2	73	verdens	2	73	verdens	
1324	134158	fix	452	2	73	verdens	2	73	verdens	
1325	134159	fix	452	2	73	verdens	2	73	verdens	
1326	134160	fix	452	2	73	verdens	2	73	verdens	
1327	134348	key_ins	453	2	73	e	t2	73	e	
1328	134399	key_ins	454	2	73	n	t2	73	n	
1329	134543	key_ins	455	2	73	s	t2	73	s	
1330	134614	key_ins	456	2	73	_	t2	73	_	
1331	134725	key_ins	457	2	74	m	t2	74	m	
1332	134807	key_ins	458	2	74	e	t2	74	e	
1333	134835	fix	458	1	70	the	1	70	the	
1334	134836	fix	458	1	70	the	1	70	the	
1335	134837	fix	458	1	70	the	1	70	the	
1336	134838	fix	458	1	70	the	1	70	the	
1337	134854	fix	458	1	70	the	1	70	the	
1338	134855	fix	458	1	70	the	1	70	the	
1339	134856	fix	458	1	70	the	1	70	the	
1340	134857	fix	458	1	70	the	1	70	the	
1341	134858	fix	458	1	70	the	1	70	the	
1342	134859	fix	458	1	70	the	1	70	the	
1343	134926	key_ins	459	2	74	s	t2	74	s	
1344	134993	fix	458	1	70	the	1	70	the	
1345	134994	fix	458	1	70	the	1	70	the	
1346	134995	fix	458	1	70	the	1	70	the	
1347	134996	fix	458	1	70	the	1	70	the	
1348	134997	fix	458	1	70	the	1	70	the	
1349	134998	fix	458	1	70	the	1	70	the	
1350	135013	fix	458	1	70	the	1	70	the	
1351	135014	fix	458	1	70	the	1	70	the	
1352	135015	fix	458	1	70	the	1	70	the	
1353	135016	fix	458	1	70	the	1	70	the	
1354	135017	fix	458	1	70	the	1	70	the	
1355	135018	fix	458	1	70	the	1	70	the	
1356	135022	key_ins	460	2	74	t	t2	74	t	
1357	135113	fix	458	1	70	the	1	70	the	
1358	135114	fix	458	1	70	the	1	70	the	
1359	135115	fix	458	1	70	the	1	70	the	
1360	135116	fix	458	1	70	the	1	70	the	
1361	135117	fix	458	1	70	the	1	70	the	
1362	135143	key_ins	461	2	74	_	t2	74	_	
1363	135233	fix	377	1	57	deforestation	1	57	deforestation	
1364	135234	fix	377	1	57	deforestation	1	57	deforestation	
1365	135235	fix	377	1	57	deforestation	1	57	deforestation	
1366	135236	fix	377	1	57	deforestation	1	57	deforestation	
1367	135237	fix	377	1	57	deforestation	1	57	deforestation	
1368	135313	fix	377	1	57	deforestation	1	57	deforestation	
1369	135314	fix	377	1	57	deforestation	1	57	deforestation	
1370	135315	fix	377	1	57	deforestation	1	57	deforestation	
1371	135316	fix	377	1	57	deforestation	1	57	deforestation	
1372	135317	fix	377	1	57	deforestation	1	57	deforestation	
1373	135367	key_ins	462	2	75	s	t2	75	s	
1374	135413	fix	377	1	57	deforestation	1	57	deforestation	
1375	135414	fix	377	1	57	deforestation	1	57	deforestation	
1376	135415	fix	377	1	57	deforestation	1	57	deforestation	
1377	135416	fix	377	1	57	deforestation	1	57	deforestation	
1378	135417	fix	377	1	57	deforestation	1	57	deforestation	
1379	135469	key_ins	463	2	75	å	t2	75	å	
1380	135590	key_ins	464	2	75	r	t2	75	r	
1381	135852	key_ins	465	2	75	b	t2	75	b	
1382	136011	fix	465	2	75	sårbare	2	75	sårbare	
1383	136012	fix	465	2	75	sårbare	2	75	sårbare	
1384	136013	fix	465	2	75	sårbare	2	75	sårbare	
1385	136014	fix	465	2	75	sårbare	2	75	sårbare	
1386	136015	fix	465	2	75	sårbare	2	75	sårbare	
1387	136037	key_ins	466	2	75	a	t2	75	a	
1388	136074	fix	466	2	75	sårbare	2	75	sårbare	
1389	136134	fix	466	2	75	sårbare	2	75	sårbare	
1390	136214	fix	466	2	75	sårbare	2	75	sårbare	
1391	136234	fix	466	2	75	sårbare	2	75	sårbare	
1392	136254	fix	466	2	75	sårbare	2	75	sårbare	
1393	136291	key_ins	467	2	75	l	t2	75	l	
1394	136467	key_ins	468	2	75	e	t2	75	e	
1395	136797	key_del	468	2	75	e	t2	75	e	
1396	136981	key_del	467	2	75	l	t2	75	l	
1397	137026	key_ins	467	2	75	r	t2	75	r	
1398	137068	fix	467	2	75	sårbare	2	75	sårbare	
1399	137069	fix	467	2	75	sårbare	2	75	sårbare	
1400	137070	fix	467	2	75	sårbare	2	75	sårbare	
1401	137071	fix	467	2	75	sårbare	2	75	sårbare	
1402	137108	fix	467	2	75	sårbare	2	75	sårbare	
1403	137109	fix	467	2	75	sårbare	2	75	sårbare	
1404	137110	fix	467	2	75	sårbare	2	75	sårbare	
1405	137111	fix	467	2	75	sårbare	2	75	sårbare	
1406	137112	key_ins	468	2	75	e	t2	75	e	
1407	137189	fix	468	2	75	sårbare	2	75	sårbare	
1408	137190	fix	468	2	75	sårbare	2	75	sårbare	
1409	137191	fix	468	2	75	sårbare	2	75	sårbare	
1410	137192	fix	468	2	75	sårbare	2	75	sårbare	
1411	137264	key_ins	469	2	75	_	t2	75	_	
1412	137409	key_ins	470	2	76	l	t2	76	l	
1413	137498	key_ins	471	2	76	a	t2	76	a	
1414	137639	key_ins	472	2	76	n	t2	76	n	
1415	137742	key_ins	473	2	76	d	t2	76	d	
1416	137944	key_ins	474	2	76	e	t2	76	e	
1417	138045	key_ins	475	2	76	_	t2	76	_	
1418	138088	fix	475	2	76	lande	2	76	lande	
1419	138108	fix	475	2	76	lande	2	76	lande	
1420	138698	key_ins	476	2	77	h	t2	77	h	
1421	138852	key_ins	477	2	77	a	t2	77	a	
1422	138903	key_ins	478	2	77	r	t2	77	r	
1423	139274	key_ins	479	2	77	_	t2	77	_	
1424	139285	key_ins	480	2	78	b	t2	78	b	
1425	139426	key_ins	481	2	78	i	t2	78	i	
1426	139819	key_ins	482	2	78	d	t2	78	d	
1427	139821	key_ins	483	2	78	r	t2	78	r	
1428	140161	key_ins	484	2	78	a	t2	78	a	
1429	140163	key_ins	485	2	78	g	t2	78	g	
1430	140562	key_ins	486	2	78	e	t2	78	e	
1431	140564	key_ins	487	2	78	t	t2	78	t	
1432	140566	key_ins	488	2	78	_	t2	78	_	
1433	140568	key_ins	489	2	79	m	t2	79	m	
1434	140615	key_ins	490	2	79	i	t2	79	i	
1435	140738	key_ins	491	2	79	n	t2	79	n	
1436	140793	fix	405	2	65	udledningen	2	65	udledningen	
1437	140794	fix	405	2	65	udledningen	2	65	udledningen	
1438	140795	fix	405	2	65	udledningen	2	65	udledningen	
1439	140796	fix	405	2	65	udledningen	2	65	udledningen	
1440	140797	fix	405	2	65	udledningen	2	65	udledningen	
1441	140798	fix	405	2	65	udledningen	2	65	udledningen	
1442	140799	fix	405	2	65	udledningen	2	65	udledningen	
1443	140800	fix	405	2	65	udledningen	2	65	udledningen	
1444	140830	key_ins	492	2	79	d	t2	79	d	
1445	140919	fix	405	2	65	udledningen	2	65	udledningen	
1446	140936	fix	405	2	65	udledningen	2	65	udledningen	
1447	140937	fix	405	2	65	udledningen	2	65	udledningen	
1448	140938	fix	405	2	65	udledningen	2	65	udledningen	
1449	140939	fix	405	2	65	udledningen	2	65	udledningen	
1450	141295	fix	490	1	77	are	1	77	are	
1451	141296	fix	490	1	77	are	1	77	are	
1452	141297	fix	490	1	77	are	1	77	are	
1453	141298	fix	490	1	77	are	1	77	are	
1454	141416	key_ins	493	2	79	s	t2	79	s	
1455	141416	fix	490	1	77	are	1	77	are	
1456	141417	fix	490	1	77	are	1	77	are	
1457	141418	key_ins	494	2	79	t	t2	79	t	
1458	141418	fix	490	1	77	are	1	77	are	
1459	141420	key_ins	495	2	79	_	t2	79	_	
1460	141492	key_ins	496	2	80	t	t2	80	t	
1461	141564	key_ins	497	2	80	i	t2	80	i	
1462	141664	key_ins	498	2	80	l	t2	80	l	
1463	141723	key_ins	499	2	80	_	t2	80	_	
1464	141775	fix	391	1	59	Some	1	59	Some	
1465	141776	fix	391	1	59	Some	1	59	Some	
1466	141796	fix	391	1	59	Some	1	59	Some	
1467	141816	fix	391	1	59	Some	1	59	Some	
1468	141836	fix	391	1	59	Some	1	59	Some	
1469	141872	fix	391	1	59	Some	1	59	Some	
1470	141873	fix	391	1	59	Some	1	59	Some	
1471	141874	fix	391	1	59	Some	1	59	Some	
1472	141875	fix	391	1	59	Some	1	59	Some	
1473	141876	fix	391	1	59	Some	1	59	Some	
1474	142352	key_ins	500	2	81	k	t2	81	k	
1475	142354	key_ins	501	2	81	l	t2	81	l	
1476	142356	key_ins	502	2	81	i	t2	81	i	
1477	142556	key_ins	503	2	81	m	t2	81	m	
1478	142736	key_ins	504	2	81	a	t2	81	a	
1479	142946	key_ins	505	2	81	f	t2	81	f	
1480	142995	key_ins	506	2	81	o	t2	81	o	
1481	143027	fix	506	2	81	klimaforandringerne	2	81	klimaforandringerne	
1482	143028	fix	506	2	81	klimaforandringerne	2	81	klimaforandringerne	
1483	143029	fix	506	2	81	klimaforandringerne	2	81	klimaforandringerne	
1484	143030	fix	506	2	81	klimaforandringerne	2	81	klimaforandringerne	
1485	143031	fix	506	2	81	klimaforandringerne	2	81	klimaforandringerne	
1486	143032	fix	506	2	81	klimaforandringerne	2	81	klimaforandringerne	
1487	143071	fix	506	2	81	klimaforandringerne	2	81	klimaforandringerne	
1488	143072	fix	506	2	81	klimaforandringerne	2	81	klimaforandringerne	
1489	143113	key_ins	507	2	81	r	t2	81	r	
1490	143323	key_ins	508	2	81	a	t2	81	a	
1491	143431	key_ins	509	2	81	n	t2	81	n	
1492	143568	key_ins	510	2	81	d	t2	81	d	
1493	143570	fix	510	2	81	klimaforandringerne	2	81	klimaforandringerne	
1494	143571	fix	510	2	81	klimaforandringerne	2	81	klimaforandringerne	
1495	143591	fix	510	2	81	klimaforandringerne	2	81	klimaforandringerne	
1496	144131	key_ins	511	2	81	r	t2	81	r	
1497	144133	key_ins	512	2	81	i	t2	81	i	
1498	144135	key_ins	513	2	81	n	t2	81	n	
1499	144137	key_ins	514	2	81	g	t2	81	g	
1500	144219	key_ins	515	2	81	e	t2	81	e	
1501	144291	key_ins	516	2	81	r	t2	81	r	
1502	144388	fix	516	2	81	klimaforandringerne	2	81	klimaforandringerne	
1503	144408	fix	516	2	81	klimaforandringerne	2	81	klimaforandringerne	
1504	144415	key_ins	517	2	81	n	t2	81	n	
1505	144428	fix	517	2	81	klimaforandringerne	2	81	klimaforandringerne	
1506	144448	fix	517	2	81	klimaforandringerne	2	81	klimaforandringerne	
1507	144468	fix	517	2	81	klimaforandringerne	2	81	klimaforandringerne	
1508	144488	fix	517	2	81	klimaforandringerne	2	81	klimaforandringerne	
1509	144505	key_ins	518	2	81	e	t2	81	e	
1510	144952	key_ins	519	2	82	,	t2	82	,	
1511	144954	key_ins	520	2	82	_	t2	82	_	
1512	144956	key_ins	521	2	83	m	t2	83	m	
1513	145087	key_ins	522	2	83	e	t2	83	e	
1514	145187	key_ins	523	2	83	n	t2	83	n	
1515	145338	key_ins	524	2	83	_	t2	83	_	
1516	145697	key_ins	525	2	84	s	t2	84	s	
1517	145825	key_ins	526	2	84	t	t2	84	t	
1518	145924	key_ins	527	2	84	å	t2	84	å	
1519	146073	key_ins	528	2	84	r	t2	84	r	
1520	146214	key_ins	529	2	84	_	t2	84	_	
1521	146321	fix	558	1	90	need	1	90	need	
1522	146322	fix	562	1	92	adapt	1	92	adapt	
1523	146342	fix	558	1	90	need	1	90	need	
1524	146362	fix	562	1	92	adapt	1	92	adapt	
1525	146558	key_ins	530	2	85	m	t2	85	m	
1526	146697	key_ins	531	2	85	e	t2	85	e	
1527	146701	fix	558	1	90	need	1	90	need	
1528	146721	fix	562	1	92	adapt	1	92	adapt	
1529	146741	fix	562	1	92	adapt	1	92	adapt	
1530	146760	fix	562	1	92	adapt	1	92	adapt	
1531	146761	fix	562	1	92	adapt	1	92	adapt	
1532	146777	fix	562	1	92	adapt	1	92	adapt	
1533	146778	fix	562	1	92	adapt	1	92	adapt	
1534	146779	fix	562	1	92	adapt	1	92	adapt	
1535	146780	fix	562	1	92	adapt	1	92	adapt	
1536	146781	fix	562	1	92	adapt	1	92	adapt	
1537	146792	fix	562	1	92	adapt	1	92	adapt	
1538	146793	fix	562	1	92	adapt	1	92	adapt	
1539	146794	fix	562	1	92	adapt	1	92	adapt	
1540	146795	fix	562	1	92	adapt	1	92	adapt	
1541	146796	fix	562	1	92	adapt	1	92	adapt	
1542	146797	fix	562	1	92	adapt	1	92	adapt	
1543	146798	fix	562	1	92	adapt	1	92	adapt	
1544	146799	fix	562	1	92	adapt	1	92	adapt	
1545	146800	fix	562	1	92	adapt	1	92	adapt	
1546	146801	fix	562	1	92	adapt	1	92	adapt	
1547	146920	key_ins	532	2	85	d	t2	85	d	
1548	146979	fix	558	1	90	need	1	90	need	
